FileName;LOC;Complexity;Depth;Children;Response;Cohesion;Coupling;LambdaCount;LambdaLines;AverageLambdaLines;MaxLambdaLines;LambdaScore;LambdaComplexity;LambdaFieldVariable;HigherOrderFieldVariable;LambdaSideEffect;HigherOrderSideEffect;StreamsCount;TotalStreamOperations;AverageStreamOperations;MaxStreamOperations;ParadigmScore;ParadigmAlternativeScore;PatternMatching;Instanceof;MethodSideEffect;MethodFieldVariable;MethodImpure;MethodRatioSideEffect;MethodRatioFieldVariable;MethodRatioImpure;FieldVariableNonFinal;FieldVariableRatioNonFinal;ComplexLambda;UsesFP
guava\src\com\google\common\base\StandardSystemProperty.java;53;1;1;0;4;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;-1.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\base\Stopwatch.java;128;16;1;0;21;71;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;-0.6;0.2;0;0;3;5;5;0.21428571428571427;0.35714285714285715;0.35714285714285715;3;0.75;0;0
guava\src\com\google\common\base\Strings.java;155;28;1;0;40;55;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;-0.75;0.125;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\base\Supplier.java;11;1;1;0;1;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\base\Suppliers.java;262;18;1;0;39;5;0;1;3;3.0;3;0.011450381679389313;1;0;0;0;0;0;0;0.0;0;-0.25;0.375;0;5;3;5;5;0.12;0.2;0.2;6;0.3157894736842105;0;1
guava\src\com\google\common\base\Throwables.java;250;22;1;0;37;169;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;-1.0;0.0;0;2;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\base\Ticker.java;19;1;1;0;4;1;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;1.0;1.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\base\Utf8.java;108;33;1;0;10;15;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;-1.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\base\Verify.java;170;26;1;0;27;325;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\base\VerifyException.java;17;1;4;0;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\cache\AbstractCache.java;136;7;1;1;43;74;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.5;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\cache\AbstractLoadingCache.java;42;4;3;0;10;6;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.5;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\cache\Cache.java;33;1;0;0;12;66;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;1.0;1.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\cache\CacheBuilder.java;435;28;1;0;85;743;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;-0.28;0.36;0;0;5;28;28;0.08928571428571429;0.5;0.5;16;0.6153846153846154;0;0
guava\src\com\google\common\cache\CacheBuilderSpec.java;345;43;1;13;66;33;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;-0.9090909090909091;0.045454545454545456;0;1;0;3;3;0.0;0.11538461538461539;0.11538461538461539;13;0.6842105263157895;0;0
guava\src\com\google\common\cache\CacheLoader.java;90;1;1;2;18;15;0;1;1;1.0;1;0.011111111111111112;1;0;0;0;0;0;0;0.0;0;0.42857142857142855;0.7142857142857143;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;1
guava\src\com\google\common\cache\CacheStats.java;129;11;1;0;25;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;-0.7142857142857143;0.14285714285714285;0;1;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\cache\ElementTypesAreNonnullByDefault.java;17;1;1;0;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\cache\ForwardingCache.java;76;1;2;1;27;78;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.8181818181818182;0.9090909090909091;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\cache\ForwardingLoadingCache.java;48;1;3;1;13;15;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.5;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\cache\IgnoreJRERequirement.java;8;1;1;0;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\cache\LoadingCache.java;25;1;2;0;6;15;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;1.0;1.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\cache\LocalCache.java;3691;356;2;22;487;3121;0;7;17;2.4285714285714284;8;0.004605797886751558;11;0;0;0;0;0;0;0.0;0;-0.7080745341614907;0.14596273291925466;0;6;25;79;79;0.05938242280285035;0.1876484560570071;0.1876484560570071;49;0.4016393442622951;4;1
guava\src\com\google\common\cache\LongAddable.java;9;1;0;0;3;3;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\cache\LongAddables.java;48;2;1;0;10;3;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;-1.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\cache\LongAdder.java;102;14;3;0;24;91;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;-1.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\cache\package-info.java;5;1;1;0;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\cache\ParametricNullness.java;14;1;1;0;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\cache\ReferenceEntry.java;32;1;0;0;17;136;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\cache\RemovalCause.java;40;1;1;0;3;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\cache\RemovalListener.java;8;1;0;0;1;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\cache\RemovalListeners.java;16;1;1;0;4;0;0;2;3;1.5;2;0.1875;2;0;0;0;0;0;0;0.0;0;1.0;1.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;1
guava\src\com\google\common\cache\RemovalNotification.java;27;1;2;0;4;1;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.3333333333333333;0.6666666666666666;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\cache\Striped64.java;170;41;2;0;24;11;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;-0.9545454545454546;0.022727272727272728;0;0;2;2;2;0.25;0.25;0.25;18;0.6923076923076923;0;0
guava\src\com\google\common\cache\Weigher.java;8;1;0;0;1;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\collect\AbstractBiMap.java;377;18;3;1;94;236;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;-0.12;0.44;0;1;6;20;20;0.11320754716981132;0.37735849056603776;0.37735849056603776;6;0.5454545454545454;0;0
guava\src\com\google\common\collect\AbstractIndexedListIterator.java;55;3;3;0;8;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;-1.0;0.0;0;0;2;6;6;0.2857142857142857;0.8571428571428571;0.8571428571428571;1;0.5;0;0
guava\src\com\google\common\collect\AbstractIterator.java;69;7;2;0;8;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;-1.0;0.0;0;0;3;5;5;0.5;0.8333333333333334;0.8333333333333334;2;1.0;0;0
guava\src\com\google\common\collect\AbstractListMultimap.java;60;1;3;0;19;45;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;1.0;1.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\collect\AbstractMapBasedMultimap.java;1261;70;2;10;302;814;0;4;9;2.25;6;0.007137192704203013;4;0;0;0;0;0;0;0.0;0;0.18181818181818182;0.5909090909090909;0;7;29;54;54;0.15508021390374332;0.2887700534759358;0.2887700534759358;9;0.5;0;1
guava\src\com\google\common\collect\AbstractMapBasedMultiset.java;250;19;4;0;56;18;0;1;1;1.0;1;0.004;1;0;0;0;0;0;0;0.0;0;-0.40540540540540543;0.2972972972972973;0;0;12;18;18;0.46153846153846156;0.6923076923076923;0.6923076923076923;7;0.7777777777777778;0;1
guava\src\com\google\common\collect\AbstractMapEntry.java;41;5;1;0;10;15;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;1.0;1.0;0;1;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\collect\AbstractMultimap.java;186;15;1;1;61;314;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;-0.14285714285714285;0.42857142857142855;0;2;5;5;5;0.14285714285714285;0.14285714285714285;0.14285714285714285;5;1.0;0;0
guava\src\com\google\common\collect\AbstractMultiset.java;138;3;3;0;36;235;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.5;0;0;2;2;2;0.07407407407407407;0.07407407407407407;0.07407407407407407;2;1.0;0;0
guava\src\com\google\common\collect\AbstractNavigableMap.java;138;3;3;0;36;254;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\collect\AbstractRangeSet.java;68;3;1;0;25;91;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;1.0;1.0;0;1;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\collect\AbstractSequentialIterator.java;27;2;2;0;3;1;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;-1.0;0.0;0;0;1;2;2;0.3333333333333333;0.6666666666666666;0.6666666666666666;1;1.0;0;0
guava\src\com\google\common\collect\AbstractSetMultimap.java;65;1;3;0;20;55;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;1.0;1.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\collect\AbstractSortedKeySortedSetMultimap.java;32;1;5;0;8;6;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\collect\AbstractSortedMultiset.java;109;6;5;0;28;69;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;-0.6;0.2;0;0;1;1;1;0.06666666666666667;0.06666666666666667;0.06666666666666667;1;0.5;0;0
guava\src\com\google\common\collect\AbstractSortedSetMultimap.java;64;3;4;0;16;36;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;1.0;1.0;0;2;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\collect\AbstractTable.java;192;13;1;0;56;278;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.3333333333333333;0.6666666666666666;0;2;2;2;2;0.05714285714285714;0.05714285714285714;0.05714285714285714;2;1.0;0;0
guava\src\com\google\common\collect\AllEqualOrdering.java;36;1;2;0;8;15;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;1.0;1.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\collect\ArrayListMultimap.java;80;3;5;0;22;19;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.14285714285714285;0.5714285714285714;0;1;1;2;2;0.14285714285714285;0.2857142857142857;0.2857142857142857;1;0.3333333333333333;0;0
